[08:23:01] [phase1] starting, 23 sources (heap=427MB sys=460MB)
[09:32:36] [phase1]   opus-dochplt: 116606 docs, 200216 sentences in this source - flushing to scratch (heap=10696MB sys=12134MB)
[09:33:01] [phase1]   opus-dochplt: 117167 docs, 200280 sentences in this source - flushing to scratch (heap=7817MB sys=12318MB)
[09:33:29] [phase1] [9/23] opus-dochplt done in 1h6m54s (+9947027 surfaces, total surfaces=13676575) (heap=9355MB sys=12318MB)
[09:33:58] [phase1]   opus-emea: 1796 docs, 200012 sentences in this source - flushing to scratch (heap=10043MB sys=12508MB)
[09:34:30] [phase1] [10/23] opus-emea done in 1m0s (+36041 surfaces, total surfaces=13712616) (heap=6247MB sys=12525MB)
[09:34:43] [phase1]   opus-eubookshop: 566 docs, 200172 sentences in this source - flushing to scratch (heap=9481MB sys=12525MB)
[09:35:13] [phase1]   opus-eubookshop: 1271 docs, 200143 sentences in this source - flushing to scratch (heap=8064MB sys=12549MB)
[09:35:38] [phase1] [11/23] opus-eubookshop done in 1m8s (+241198 surfaces, total surfaces=13953814) (heap=9274MB sys=12549MB)
[09:35:48] [phase1]   opus-europarl: 447 docs, 200057 sentences in this source - flushing to scratch (heap=11791MB sys=12749MB)
[09:36:14] [phase1]   opus-europarl: 899 docs, 200427 sentences in this source - flushing to scratch (heap=8923MB sys=12750MB)
[09:36:40] [phase1]   opus-europarl: 1350 docs, 200358 sentences in this source - flushing to scratch (heap=11641MB sys=12922MB)
[09:37:00] [phase1] [12/23] opus-europarl done in 1m22s (+45589 surfaces, total surfaces=13999403) (heap=6911MB sys=12922MB)
[09:37:11] [phase1]   opus-hplt: 487 docs, 200358 sentences in this source - flushing to scratch (heap=9393MB sys=12922MB)
[09:37:35] [phase1]   opus-hplt: 973 docs, 200078 sentences in this source - flushing to scratch (heap=11990MB sys=13046MB)
[09:37:59] [phase1]   opus-hplt: 1459 docs, 200166 sentences in this source - flushing to scratch (heap=9041MB sys=13046MB)
[09:38:22] [phase1]   opus-hplt: 1946 docs, 200371 sentences in this source - flushing to scratch (heap=11650MB sys=13047MB)
[09:38:46] [phase1]   opus-hplt: 2432 docs, 200282 sentences in this source - flushing to scratch (heap=8796MB sys=13048MB)
[09:39:08] [phase1]   opus-hplt: 2918 docs, 200102 sentences in this source - flushing to scratch (heap=11399MB sys=13048MB)
[09:39:31] [phase1]   opus-hplt: 3404 docs, 200202 sentences in this source - flushing to scratch (heap=8797MB sys=13048MB)
[09:39:53] [phase1]   opus-hplt: 3891 docs, 200313 sentences in this source - flushing to scratch (heap=11408MB sys=13048MB)
[09:40:17] [phase1]   opus-hplt: 4377 docs, 200032 sentences in this source - flushing to scratch (heap=8415MB sys=13069MB)
[09:40:40] [phase1]   opus-hplt: 4864 docs, 200307 sentences in this source - flushing to scratch (heap=11020MB sys=13069MB)
[09:41:04] [phase1]   opus-hplt: 5350 docs, 200054 sentences in this source - flushing to scratch (heap=7901MB sys=13154MB)
[09:41:26] [phase1]   opus-hplt: 5837 docs, 200413 sentences in this source - flushing to scratch (heap=10508MB sys=13154MB)
[09:41:50] [phase1]   opus-hplt: 6323 docs, 200042 sentences in this source - flushing to scratch (heap=7397MB sys=13183MB)
[09:42:12] [phase1]   opus-hplt: 6810 docs, 200162 sentences in this source - flushing to scratch (heap=9998MB sys=13183MB)
[09:42:36] [phase1]   opus-hplt: 7297 docs, 200361 sentences in this source - flushing to scratch (heap=6866MB sys=13184MB)
[09:43:00] [phase1]   opus-hplt: 7783 docs, 200011 sentences in this source - flushing to scratch (heap=9472MB sys=13184MB)
[09:43:23] [phase1]   opus-hplt: 8269 docs, 200014 sentences in this source - flushing to scratch (heap=12067MB sys=13184MB)
[09:43:46] [phase1]   opus-hplt: 8755 docs, 200094 sentences in this source - flushing to scratch (heap=8949MB sys=13184MB)
[09:44:10] [phase1]   opus-hplt: 9241 docs, 200011 sentences in this source - flushing to scratch (heap=11556MB sys=13184MB)
[09:44:34] [phase1]   opus-hplt: 9728 docs, 200335 sentences in this source - flushing to scratch (heap=8776MB sys=13184MB)
[09:44:57] [phase1]   opus-hplt: 10215 docs, 200238 sentences in this source - flushing to scratch (heap=11383MB sys=13184MB)
[09:45:20] [phase1]   opus-hplt: 10702 docs, 200260 sentences in this source - flushing to scratch (heap=8743MB sys=13184MB)
[09:45:43] [phase1]   opus-hplt: 11189 docs, 200102 sentences in this source - flushing to scratch (heap=11350MB sys=13184MB)
[09:46:07] [phase1]   opus-hplt: 11675 docs, 200149 sentences in this source - flushing to scratch (heap=8782MB sys=13184MB)
[09:46:30] [phase1]   opus-hplt: 12162 docs, 200380 sentences in this source - flushing to scratch (heap=11391MB sys=13184MB)
[09:46:54] [phase1]   opus-hplt: 12648 docs, 200127 sentences in this source - flushing to scratch (heap=8583MB sys=13184MB)
[09:47:17] [phase1]   opus-hplt: 13135 docs, 200391 sentences in this source - flushing to scratch (heap=11195MB sys=13184MB)
[09:47:41] [phase1]   opus-hplt: 13623 docs, 200294 sentences in this source - flushing to scratch (heap=8090MB sys=13184MB)
[09:48:04] [phase1]   opus-hplt: 14110 docs, 200226 sentences in this source - flushing to scratch (heap=10696MB sys=13184MB)
[09:48:29] [phase1]   opus-hplt: 14597 docs, 200397 sentences in this source - flushing to scratch (heap=7562MB sys=13184MB)
[09:48:52] [phase1]   opus-hplt: 15083 docs, 200032 sentences in this source - flushing to scratch (heap=10167MB sys=13184MB)
[09:49:17] [phase1]   opus-hplt: 15569 docs, 200188 sentences in this source - flushing to scratch (heap=7038MB sys=13184MB)
[09:49:40] [phase1]   opus-hplt: 16056 docs, 200386 sentences in this source - flushing to scratch (heap=9642MB sys=13184MB)
[09:50:04] [phase1]   opus-hplt: 16543 docs, 200150 sentences in this source - flushing to scratch (heap=12247MB sys=13184MB)
[09:50:28] [phase1]   opus-hplt: 17029 docs, 200047 sentences in this source - flushing to scratch (heap=9123MB sys=13184MB)
[09:50:51] [phase1]   opus-hplt: 17515 docs, 200043 sentences in this source - flushing to scratch (heap=11722MB sys=13184MB)
[09:51:15] [phase1]   opus-hplt: 18002 docs, 200042 sentences in this source - flushing to scratch (heap=8560MB sys=13186MB)
[09:51:39] [phase1]   opus-hplt: 18489 docs, 200267 sentences in this source - flushing to scratch (heap=11167MB sys=13186MB)
[09:52:03] [phase1]   opus-hplt: 18975 docs, 200293 sentences in this source - flushing to scratch (heap=8058MB sys=13186MB)
[09:52:40] [phase1]   opus-hplt: 19461 docs, 200102 sentences in this source - flushing to scratch (heap=10653MB sys=13186MB)
[09:53:04] [phase1]   opus-hplt: 19948 docs, 200337 sentences in this source - flushing to scratch (heap=7533MB sys=13186MB)
[09:53:28] [phase1]   opus-hplt: 20434 docs, 200140 sentences in this source - flushing to scratch (heap=10134MB sys=13186MB)
[09:53:53] [phase1]   opus-hplt: 20921 docs, 200358 sentences in this source - flushing to scratch (heap=7010MB sys=13190MB)
[09:54:16] [phase1]   opus-hplt: 21408 docs, 200259 sentences in this source - flushing to scratch (heap=9619MB sys=13190MB)
[09:54:40] [phase1]   opus-hplt: 21895 docs, 200161 sentences in this source - flushing to scratch (heap=12221MB sys=13190MB)
[09:55:04] [phase1]   opus-hplt: 22382 docs, 200291 sentences in this source - flushing to scratch (heap=9073MB sys=13190MB)
[09:55:28] [phase1]   opus-hplt: 22869 docs, 200324 sentences in this source - flushing to scratch (heap=11672MB sys=13190MB)
[09:55:53] [phase1]   opus-hplt: 23356 docs, 200101 sentences in this source - flushing to scratch (heap=8614MB sys=13190MB)
[09:56:16] [phase1]   opus-hplt: 23843 docs, 200292 sentences in this source - flushing to scratch (heap=11221MB sys=13190MB)
[09:56:41] [phase1]   opus-hplt: 24330 docs, 200267 sentences in this source - flushing to scratch (heap=8166MB sys=13190MB)
[09:57:05] [phase1]   opus-hplt: 24817 docs, 200172 sentences in this source - flushing to scratch (heap=10778MB sys=13190MB)
[09:57:30] [phase1]   opus-hplt: 25303 docs, 200064 sentences in this source - flushing to scratch (heap=7632MB sys=13190MB)
[09:57:53] [phase1]   opus-hplt: 25790 docs, 200231 sentences in this source - flushing to scratch (heap=10241MB sys=13190MB)
[09:58:18] [phase1]   opus-hplt: 26277 docs, 200271 sentences in this source - flushing to scratch (heap=7128MB sys=13190MB)
[09:58:42] [phase1]   opus-hplt: 26764 docs, 200230 sentences in this source - flushing to scratch (heap=9739MB sys=13190MB)
[09:59:07] [phase1]   opus-hplt: 27251 docs, 200252 sentences in this source - flushing to scratch (heap=12341MB sys=13206MB)
[09:59:31] [phase1]   opus-hplt: 27737 docs, 200087 sentences in this source - flushing to scratch (heap=9183MB sys=13206MB)
[09:59:55] [phase1]   opus-hplt: 28224 docs, 200373 sentences in this source - flushing to scratch (heap=11784MB sys=13206MB)
[10:00:20] [phase1]   opus-hplt: 28711 docs, 200091 sentences in this source - flushing to scratch (heap=8525MB sys=13208MB)
[10:00:44] [phase1]   opus-hplt: 29197 docs, 200145 sentences in this source - flushing to scratch (heap=11129MB sys=13208MB)
[10:01:09] [phase1]   opus-hplt: 29684 docs, 200273 sentences in this source - flushing to scratch (heap=7996MB sys=13208MB)
[10:01:33] [phase1]   opus-hplt: 30170 docs, 200099 sentences in this source - flushing to scratch (heap=10599MB sys=13208MB)
[10:01:57] [phase1]   opus-hplt: 30657 docs, 200395 sentences in this source - flushing to scratch (heap=7451MB sys=13208MB)
[10:02:21] [phase1]   opus-hplt: 31143 docs, 200045 sentences in this source - flushing to scratch (heap=10050MB sys=13208MB)
[10:02:45] [phase1]   opus-hplt: 31629 docs, 200005 sentences in this source - flushing to scratch (heap=6935MB sys=13208MB)
[10:03:09] [phase1]   opus-hplt: 32116 docs, 200116 sentences in this source - flushing to scratch (heap=9536MB sys=13208MB)
[10:03:33] [phase1]   opus-hplt: 32603 docs, 200286 sentences in this source - flushing to scratch (heap=12149MB sys=13208MB)
[10:04:04] [phase1] [13/23] opus-hplt done in 27m4s (+45921 surfaces, total surfaces=14045324) (heap=8434MB sys=13208MB)
[10:04:25] [phase1]   opus-jrc-acquis: 995 docs, 200002 sentences in this source - flushing to scratch (heap=7334MB sys=13208MB)
[10:04:57] [phase1]   opus-jrc-acquis: 1922 docs, 200246 sentences in this source - flushing to scratch (heap=11406MB sys=13208MB)
[10:05:31] [phase1]   opus-jrc-acquis: 2923 docs, 200003 sentences in this source - flushing to scratch (heap=9707MB sys=13208MB)
[10:06:04] [phase1]   opus-jrc-acquis: 3956 docs, 200163 sentences in this source - flushing to scratch (heap=8177MB sys=13208MB)
[10:06:35] [phase1]   opus-jrc-acquis: 4833 docs, 200096 sentences in this source - flushing to scratch (heap=12085MB sys=13208MB)
[10:07:10] [phase1]   opus-jrc-acquis: 5809 docs, 200067 sentences in this source - flushing to scratch (heap=10645MB sys=13268MB)
[10:07:45] [phase1]   opus-jrc-acquis: 6974 docs, 200053 sentences in this source - flushing to scratch (heap=9282MB sys=13336MB)
[10:08:08] [phase1] [14/23] opus-jrc-acquis done in 4m4s (+643286 surfaces, total surfaces=14688610) (heap=10169MB sys=13336MB)
[10:08:20] [phase1]   opus-multihplt: 482 docs, 200243 sentences in this source - flushing to scratch (heap=12641MB sys=13413MB)
[10:08:41] [phase1]   opus-multihplt: 964 docs, 200224 sentences in this source - flushing to scratch (heap=9247MB sys=13414MB)
[10:09:01] [phase1]   opus-multihplt: 1446 docs, 200185 sentences in this source - flushing to scratch (heap=11857MB sys=13442MB)
[10:09:23] [phase1]   opus-multihplt: 1929 docs, 200307 sentences in this source - flushing to scratch (heap=8662MB sys=13721MB)
[10:09:44] [phase1]   opus-multihplt: 2412 docs, 200329 sentences in this source - flushing to scratch (heap=11273MB sys=13721MB)
[10:10:06] [phase1]   opus-multihplt: 2894 docs, 200124 sentences in this source - flushing to scratch (heap=7747MB sys=13890MB)
[10:10:27] [phase1]   opus-multihplt: 3377 docs, 200109 sentences in this source - flushing to scratch (heap=10349MB sys=13890MB)
[10:10:48] [phase1]   opus-multihplt: 3859 docs, 200049 sentences in this source - flushing to scratch (heap=12951MB sys=13892MB)
[10:11:10] [phase1]   opus-multihplt: 4341 docs, 200033 sentences in this source - flushing to scratch (heap=9388MB sys=13892MB)
[10:11:31] [phase1]   opus-multihplt: 4823 docs, 200099 sentences in this source - flushing to scratch (heap=11982MB sys=13892MB)
[10:11:53] [phase1]   opus-multihplt: 5305 docs, 200172 sentences in this source - flushing to scratch (heap=8681MB sys=13893MB)
[10:12:14] [phase1]   opus-multihplt: 5788 docs, 200285 sentences in this source - flushing to scratch (heap=11285MB sys=13893MB)
[10:12:36] [phase1]   opus-multihplt: 6271 docs, 200401 sentences in this source - flushing to scratch (heap=7720MB sys=13925MB)
[10:12:58] [phase1]   opus-multihplt: 6754 docs, 200186 sentences in this source - flushing to scratch (heap=10319MB sys=13925MB)
[10:13:19] [phase1]   opus-multihplt: 7237 docs, 200163 sentences in this source - flushing to scratch (heap=12919MB sys=13925MB)
[10:13:41] [phase1]   opus-multihplt: 7720 docs, 200325 sentences in this source - flushing to scratch (heap=9352MB sys=13925MB)
[10:14:03] [phase1]   opus-multihplt: 8202 docs, 200035 sentences in this source - flushing to scratch (heap=11946MB sys=13925MB)
[10:14:26] [phase1]   opus-multihplt: 8684 docs, 200114 sentences in this source - flushing to scratch (heap=8669MB sys=13925MB)
[10:14:47] [phase1]   opus-multihplt: 9166 docs, 200206 sentences in this source - flushing to scratch (heap=11259MB sys=13925MB)
[10:15:10] [phase1]   opus-multihplt: 9650 docs, 200373 sentences in this source - flushing to scratch (heap=7706MB sys=13925MB)
[10:15:32] [phase1]   opus-multihplt: 10133 docs, 200215 sentences in this source - flushing to scratch (heap=10299MB sys=13925MB)
[10:15:53] [phase1]   opus-multihplt: 10616 docs, 200264 sentences in this source - flushing to scratch (heap=12890MB sys=13925MB)
[10:16:16] [phase1]   opus-multihplt: 11097 docs, 200105 sentences in this source - flushing to scratch (heap=9327MB sys=13925MB)
[10:16:38] [phase1]   opus-multihplt: 11580 docs, 200319 sentences in this source - flushing to scratch (heap=11912MB sys=13925MB)
[10:17:01] [phase1]   opus-multihplt: 12063 docs, 200337 sentences in this source - flushing to scratch (heap=8648MB sys=13925MB)
[10:17:24] [phase1]   opus-multihplt: 12545 docs, 200072 sentences in this source - flushing to scratch (heap=11230MB sys=13925MB)
[10:17:47] [phase1]   opus-multihplt: 13027 docs, 200099 sentences in this source - flushing to scratch (heap=7639MB sys=13933MB)
[10:18:10] [phase1]   opus-multihplt: 13510 docs, 200313 sentences in this source - flushing to scratch (heap=10219MB sys=13933MB)
[10:18:33] [phase1]   opus-multihplt: 13992 docs, 200168 sentences in this source - flushing to scratch (heap=12802MB sys=13933MB)
[10:19:12] [phase1]   opus-multihplt: 14474 docs, 200195 sentences in this source - flushing to scratch (heap=9185MB sys=13934MB)
[10:19:34] [phase1]   opus-multihplt: 14957 docs, 200404 sentences in this source - flushing to scratch (heap=11774MB sys=13934MB)
[10:19:59] [phase1]   opus-multihplt: 15439 docs, 200266 sentences in this source - flushing to scratch (heap=8580MB sys=13934MB)
[10:20:21] [phase1]   opus-multihplt: 15922 docs, 200353 sentences in this source - flushing to scratch (heap=11159MB sys=13934MB)
[10:20:45] [phase1]   opus-multihplt: 16404 docs, 200064 sentences in this source - flushing to scratch (heap=7602MB sys=13934MB)
[10:21:09] [phase1]   opus-multihplt: 16887 docs, 200330 sentences in this source - flushing to scratch (heap=10183MB sys=13934MB)
[10:21:32] [phase1]   opus-multihplt: 17369 docs, 200046 sentences in this source - flushing to scratch (heap=12755MB sys=13934MB)
[10:21:56] [phase1]   opus-multihplt: 17851 docs, 200025 sentences in this source - flushing to scratch (heap=9053MB sys=13936MB)
[10:22:19] [phase1]   opus-multihplt: 18333 docs, 200098 sentences in this source - flushing to scratch (heap=11629MB sys=13936MB)
[10:22:43] [phase1]   opus-multihplt: 18816 docs, 200306 sentences in this source - flushing to scratch (heap=8054MB sys=13937MB)
[10:23:06] [phase1]   opus-multihplt: 19298 docs, 200308 sentences in this source - flushing to scratch (heap=10624MB sys=13937MB)
[10:23:31] [phase1]   opus-multihplt: 19781 docs, 200327 sentences in this source - flushing to scratch (heap=13200MB sys=13937MB)
[10:23:54] [phase1]   opus-multihplt: 20263 docs, 200078 sentences in this source - flushing to scratch (heap=9574MB sys=13937MB)
[10:24:18] [phase1]   opus-multihplt: 20746 docs, 200370 sentences in this source - flushing to scratch (heap=12150MB sys=13937MB)
[10:24:42] [phase1]   opus-multihplt: 21228 docs, 200006 sentences in this source - flushing to scratch (heap=8466MB sys=13937MB)
[10:25:05] [phase1]   opus-multihplt: 21710 docs, 200227 sentences in this source - flushing to scratch (heap=11030MB sys=13937MB)
[10:25:29] [phase1]   opus-multihplt: 22193 docs, 200264 sentences in this source - flushing to scratch (heap=7433MB sys=13941MB)
[10:25:52] [phase1]   opus-multihplt: 22675 docs, 200165 sentences in this source - flushing to scratch (heap=10003MB sys=13941MB)
[10:26:15] [phase1]   opus-multihplt: 23157 docs, 200313 sentences in this source - flushing to scratch (heap=12571MB sys=13941MB)
[10:26:39] [phase1]   opus-multihplt: 23639 docs, 200210 sentences in this source - flushing to scratch (heap=8861MB sys=13942MB)
[10:27:03] [phase1]   opus-multihplt: 24121 docs, 200123 sentences in this source - flushing to scratch (heap=11426MB sys=13942MB)
[10:27:28] [phase1]   opus-multihplt: 24604 docs, 200413 sentences in this source - flushing to scratch (heap=7829MB sys=13950MB)
[10:27:51] [phase1]   opus-multihplt: 25086 docs, 200082 sentences in this source - flushing to scratch (heap=10389MB sys=13950MB)
[10:28:15] [phase1]   opus-multihplt: 25568 docs, 200073 sentences in this source - flushing to scratch (heap=12954MB sys=13950MB)
[10:28:39] [phase1]   opus-multihplt: 26050 docs, 200235 sentences in this source - flushing to scratch (heap=9301MB sys=13950MB)
[10:29:02] [phase1]   opus-multihplt: 26532 docs, 200373 sentences in this source - flushing to scratch (heap=11860MB sys=13950MB)
[10:29:26] [phase1]   opus-multihplt: 27014 docs, 200226 sentences in this source - flushing to scratch (heap=8544MB sys=13950MB)
[10:29:49] [phase1]   opus-multihplt: 27496 docs, 200356 sentences in this source - flushing to scratch (heap=11109MB sys=13950MB)
[10:30:14] [phase1]   opus-multihplt: 27978 docs, 200171 sentences in this source - flushing to scratch (heap=7490MB sys=13950MB)
[10:30:31] [phase1] [15/23] opus-multihplt done in 22m23s (+91 surfaces, total surfaces=14688701) (heap=8208MB sys=13950MB)
[10:30:42] [phase1]   opus-multiparacrawl: 462 docs, 200375 sentences in this source - flushing to scratch (heap=10216MB sys=13950MB)
[10:31:07] [phase1]   opus-multiparacrawl: 924 docs, 200360 sentences in this source - flushing to scratch (heap=12387MB sys=13950MB)
[10:31:33] [phase1]   opus-multiparacrawl: 1386 docs, 200252 sentences in this source - flushing to scratch (heap=8360MB sys=13951MB)
[10:31:58] [phase1]   opus-multiparacrawl: 1847 docs, 200014 sentences in this source - flushing to scratch (heap=10523MB sys=13951MB)
[10:32:22] [phase1]   opus-multiparacrawl: 2309 docs, 200111 sentences in this source - flushing to scratch (heap=12696MB sys=13951MB)
[10:32:48] [phase1]   opus-multiparacrawl: 2771 docs, 200032 sentences in this source - flushing to scratch (heap=8718MB sys=13951MB)
[10:33:13] [phase1]   opus-multiparacrawl: 3233 docs, 200239 sentences in this source - flushing to scratch (heap=10888MB sys=13951MB)
[10:33:38] [phase1]   opus-multiparacrawl: 3695 docs, 200211 sentences in this source - flushing to scratch (heap=13054MB sys=13951MB)
[10:34:04] [phase1]   opus-multiparacrawl: 4158 docs, 200291 sentences in this source - flushing to scratch (heap=9049MB sys=13952MB)
[10:34:30] [phase1]   opus-multiparacrawl: 4621 docs, 200401 sentences in this source - flushing to scratch (heap=11225MB sys=13952MB)
[10:34:56] [phase1]   opus-multiparacrawl: 5083 docs, 200015 sentences in this source - flushing to scratch (heap=7386MB sys=13952MB)
[10:35:22] [phase1]   opus-multiparacrawl: 5545 docs, 200096 sentences in this source - flushing to scratch (heap=9541MB sys=13952MB)
[10:35:47] [phase1]   opus-multiparacrawl: 6007 docs, 200163 sentences in this source - flushing to scratch (heap=11704MB sys=13952MB)
[10:36:13] [phase1]   opus-multiparacrawl: 6470 docs, 200385 sentences in this source - flushing to scratch (heap=7422MB sys=14354MB)
[10:36:39] [phase1]   opus-multiparacrawl: 6932 docs, 200079 sentences in this source - flushing to scratch (heap=9581MB sys=14354MB)
[10:37:05] [phase1]   opus-multiparacrawl: 7394 docs, 200081 sentences in this source - flushing to scratch (heap=11743MB sys=14354MB)
[10:37:32] [phase1]   opus-multiparacrawl: 7857 docs, 200329 sentences in this source - flushing to scratch (heap=13906MB sys=14476MB)
[10:37:59] [phase1]   opus-multiparacrawl: 8320 docs, 200093 sentences in this source - flushing to scratch (heap=9557MB sys=14476MB)
[10:38:25] [phase1]   opus-multiparacrawl: 8783 docs, 200272 sentences in this source - flushing to scratch (heap=11720MB sys=14476MB)
[10:38:52] [phase1]   opus-multiparacrawl: 9246 docs, 200316 sentences in this source - flushing to scratch (heap=13883MB sys=14478MB)
[10:39:19] [phase1]   opus-multiparacrawl: 9709 docs, 200398 sentences in this source - flushing to scratch (heap=9472MB sys=14478MB)
[10:39:46] [phase1]   opus-multiparacrawl: 10172 docs, 200303 sentences in this source - flushing to scratch (heap=11631MB sys=14478MB)
[10:40:13] [phase1]   opus-multiparacrawl: 10635 docs, 200174 sentences in this source - flushing to scratch (heap=13788MB sys=14478MB)
[10:40:40] [phase1]   opus-multiparacrawl: 11098 docs, 200351 sentences in this source - flushing to scratch (heap=9549MB sys=14478MB)
[10:41:06] [phase1]   opus-multiparacrawl: 11561 docs, 200020 sentences in this source - flushing to scratch (heap=11704MB sys=14478MB)
[10:41:33] [phase1]   opus-multiparacrawl: 12024 docs, 200222 sentences in this source - flushing to scratch (heap=13860MB sys=14478MB)
[10:42:00] [phase1]   opus-multiparacrawl: 12487 docs, 200006 sentences in this source - flushing to scratch (heap=9510MB sys=14479MB)
[10:42:27] [phase1]   opus-multiparacrawl: 12950 docs, 200259 sentences in this source - flushing to scratch (heap=11662MB sys=14479MB)
[10:42:55] [phase1]   opus-multiparacrawl: 13414 docs, 200340 sentences in this source - flushing to scratch (heap=13820MB sys=14479MB)
[10:43:22] [phase1]   opus-multiparacrawl: 13877 docs, 200165 sentences in this source - flushing to scratch (heap=9537MB sys=14479MB)
[10:43:51] [phase1] [16/23] opus-multiparacrawl done in 13m20s (+894651 surfaces, total surfaces=15583352) (heap=10648MB sys=14479MB)
[10:44:00] [phase1]   opus-opensubtitles: 662 docs, 200230 sentences in this source - flushing to scratch (heap=12008MB sys=14479MB)
[10:44:27] [phase1]   opus-opensubtitles: 1346 docs, 200340 sentences in this source - flushing to scratch (heap=13515MB sys=14480MB)
[10:45:06] [phase1]   opus-opensubtitles: 2173 docs, 200307 sentences in this source - flushing to scratch (heap=8734MB sys=14549MB)
[10:45:34] [phase1]   opus-opensubtitles: 2956 docs, 200152 sentences in this source - flushing to scratch (heap=10418MB sys=14549MB)
[10:46:03] [phase1]   opus-opensubtitles: 3815 docs, 200157 sentences in this source - flushing to scratch (heap=12196MB sys=14549MB)
[10:46:32] [phase1]   opus-opensubtitles: 4627 docs, 200288 sentences in this source - flushing to scratch (heap=13921MB sys=14600MB)
[10:47:03] [phase1]   opus-opensubtitles: 5487 docs, 200239 sentences in this source - flushing to scratch (heap=8792MB sys=15039MB)
[10:47:34] [phase1]   opus-opensubtitles: 6342 docs, 200232 sentences in this source - flushing to scratch (heap=10587MB sys=15039MB)
[10:48:06] [phase1]   opus-opensubtitles: 7197 docs, 200083 sentences in this source - flushing to scratch (heap=12360MB sys=15039MB)
[10:48:38] [phase1]   opus-opensubtitles: 8115 docs, 200227 sentences in this source - flushing to scratch (heap=14260MB sys=15042MB)
[10:49:11] [phase1]   opus-opensubtitles: 9014 docs, 200296 sentences in this source - flushing to scratch (heap=9270MB sys=15042MB)
[10:49:43] [phase1]   opus-opensubtitles: 9916 docs, 200269 sentences in this source - flushing to scratch (heap=11149MB sys=15042MB)
[10:50:15] [phase1]   opus-opensubtitles: 10846 docs, 200130 sentences in this source - flushing to scratch (heap=13066MB sys=15042MB)
[10:50:49] [phase1]   opus-opensubtitles: 11703 docs, 200102 sentences in this source - flushing to scratch (heap=8185MB sys=15315MB)
[10:51:23] [phase1]   opus-opensubtitles: 12713 docs, 200272 sentences in this source - flushing to scratch (heap=10226MB sys=15315MB)
[10:51:55] [phase1]   opus-opensubtitles: 13553 docs, 200015 sentences in this source - flushing to scratch (heap=12034MB sys=15315MB)
[10:52:28] [phase1]   opus-opensubtitles: 14496 docs, 200092 sentences in this source - flushing to scratch (heap=13993MB sys=15315MB)
[10:53:02] [phase1]   opus-opensubtitles: 15401 docs, 200076 sentences in this source - flushing to scratch (heap=9027MB sys=15539MB)
[10:53:35] [phase1]   opus-opensubtitles: 16270 docs, 200102 sentences in this source - flushing to scratch (heap=10880MB sys=15539MB)
[10:54:10] [phase1]   opus-opensubtitles: 17358 docs, 200035 sentences in this source - flushing to scratch (heap=13055MB sys=15539MB)
[10:54:42] [phase1]   opus-opensubtitles: 18197 docs, 200266 sentences in this source - flushing to scratch (heap=14862MB sys=15541MB)
[10:55:18] [phase1]   opus-opensubtitles: 19201 docs, 200196 sentences in this source - flushing to scratch (heap=9177MB sys=16376MB)
[10:55:51] [phase1]   opus-opensubtitles: 19993 docs, 200187 sentences in this source - flushing to scratch (heap=10912MB sys=16376MB)
[10:56:26] [phase1]   opus-opensubtitles: 21036 docs, 200135 sentences in this source - flushing to scratch (heap=13020MB sys=16376MB)
[10:57:00] [phase1]   opus-opensubtitles: 21975 docs, 200199 sentences in this source - flushing to scratch (heap=15009MB sys=16379MB)
[10:57:37] [phase1]   opus-opensubtitles: 22944 docs, 200219 sentences in this source - flushing to scratch (heap=9169MB sys=16527MB)
[10:58:15] [phase1]   opus-opensubtitles: 24046 docs, 200144 sentences in this source - flushing to scratch (heap=11430MB sys=16527MB)
[10:58:51] [phase1]   opus-opensubtitles: 25046 docs, 200084 sentences in this source - flushing to scratch (heap=13567MB sys=16527MB)
[10:59:29] [phase1]   opus-opensubtitles: 26039 docs, 200129 sentences in this source - flushing to scratch (heap=7884MB sys=16588MB)
[11:00:06] [phase1]   opus-opensubtitles: 27041 docs, 200011 sentences in this source - flushing to scratch (heap=10000MB sys=16588MB)
[11:00:41] [phase1]   opus-opensubtitles: 27973 docs, 200050 sentences in this source - flushing to scratch (heap=12027MB sys=16588MB)
[11:01:16] [phase1]   opus-opensubtitles: 28966 docs, 200196 sentences in this source - flushing to scratch (heap=14116MB sys=16620MB)
[11:01:55] [phase1]   opus-opensubtitles: 29995 docs, 200086 sentences in this source - flushing to scratch (heap=9268MB sys=16620MB)
[11:02:28] [phase1]   opus-opensubtitles: 30823 docs, 200275 sentences in this source - flushing to scratch (heap=11089MB sys=16620MB)
[11:03:09] [phase1]   opus-opensubtitles: 31745 docs, 200111 sentences in this source - flushing to scratch (heap=13034MB sys=16620MB)
[11:03:44] [phase1]   opus-opensubtitles: 32638 docs, 200198 sentences in this source - flushing to scratch (heap=14953MB sys=16620MB)
[11:04:20] [phase1]   opus-opensubtitles: 33534 docs, 200281 sentences in this source - flushing to scratch (heap=9417MB sys=16620MB)
[11:04:54] [phase1]   opus-opensubtitles: 34375 docs, 200131 sentences in this source - flushing to scratch (heap=11272MB sys=16620MB)
[11:05:26] [phase1]   opus-opensubtitles: 35278 docs, 200152 sentences in this source - flushing to scratch (heap=13221MB sys=16620MB)
[11:06:02] [phase1]   opus-opensubtitles: 36209 docs, 200053 sentences in this source - flushing to scratch (heap=8437MB sys=16620MB)
[11:06:35] [phase1]   opus-opensubtitles: 37126 docs, 200212 sentences in this source - flushing to scratch (heap=10401MB sys=16620MB)
